(1, 19)
(1, 14)
(1, 7)
(1, 9)
(1, 8)
(1, 10)
(1, 5)
(1, 6)
(1, 4)
(1, 18)
(1, 13)
(1, 20)
(1, 2)
(1, 11)
(1, 3)
(1, 15)
(2, 10)
(2, 20)
(2, 15)
(2, 16)
(2, 3)
(2, 19)
(2, 4)
(2, 9)
(2, 13)
(2, 5)
(2, 11)
(2, 12)
(2, 18)
(3, 10)
(3, 18)
(3, 16)
(3, 9)
(3, 15)
(3, 12)
(3, 7)
(3, 5)
(3, 20)
(3, 4)
(3, 11)
(3, 14)
(3, 8)
(3, 13)
(3, 17)
(4, 11)
(4, 10)
(4, 9)
(4, 15)
(4, 5)
(4, 14)
(4, 6)
(4, 18)
(4, 17)
(4, 7)
(4, 16)
(4, 19)
(4, 8)
(4, 13)
(5, 15)
(5, 17)
(5, 13)
(5, 12)
(5, 7)
(5, 8)
(5, 6)
(5, 10)
(5, 14)
(5, 16)
(5, 18)
(5, 20)
(5, 9)
(6, 16)
(6, 17)
(6, 14)
(6, 8)
(6, 9)
(6, 12)
(6, 11)
(6, 7)
(6, 20)
(6, 15)
(6, 19)
(6, 10)
(6, 13)
(7, 15)
(7, 19)
(7, 12)
(7, 13)
(7, 14)
(7, 8)
(7, 18)
(7, 17)
(7, 16)
(7, 11)
(7, 9)
(7, 10)
(7, 20)
(8, 18)
(8, 17)
(8, 19)
(8, 9)
(8, 16)
(8, 15)
(8, 12)
(8, 10)
(8, 20)
(8, 13)
(9, 13)
(9, 16)
(9, 17)
(9, 20)
(9, 11)
(9, 18)
(9, 15)
(10, 12)
(10, 17)
(10, 20)
(10, 15)
(10, 19)
(10, 11)
(10, 16)
(10, 14)
(11, 13)
(11, 16)
(11, 17)
(11, 19)
(11, 12)
(11, 14)
(11, 18)
(11, 20)
(12, 15)
(12, 19)
(12, 13)
(12, 14)
(12, 17)
(12, 18)
(13, 17)
(13, 18)
(13, 19)
(13, 20)
(13, 15)
(13, 16)
(14, 18)
(14, 16)
(14, 20)
(14, 15)
(14, 19)
(15, 19)
(15, 20)
(15, 18)
(15, 17)
(16, 17)
(16, 18)
(16, 20)
(17, 20)
(17, 18)
(17, 19)
(18, 19)
(18, 20)
(19, 20)
