(1, 4)
(1, 8)
(1, 7)
(1, 3)
(1, 10)
(1, 20)
(1, 12)
(1, 14)
(1, 6)
(1, 16)
(1, 18)
(1, 19)
(1, 2)
(1, 9)
(1, 15)
(1, 5)
(1, 13)
(1, 11)
(2, 12)
(2, 4)
(2, 6)
(2, 7)
(2, 14)
(2, 3)
(2, 13)
(2, 11)
(2, 18)
(2, 8)
(2, 9)
(2, 17)
(2, 20)
(2, 19)
(2, 10)
(2, 15)
(2, 5)
(2, 16)
(3, 17)
(3, 18)
(3, 16)
(3, 11)
(3, 8)
(3, 5)
(3, 14)
(3, 7)
(3, 4)
(3, 6)
(3, 12)
(3, 13)
(3, 19)
(3, 9)
(3, 15)
(4, 6)
(4, 13)
(4, 12)
(4, 11)
(4, 19)
(4, 20)
(4, 16)
(4, 15)
(4, 8)
(4, 14)
(4, 10)
(4, 7)
(4, 5)
(4, 9)
(4, 18)
(5, 8)
(5, 18)
(5, 15)
(5, 11)
(5, 10)
(5, 9)
(5, 7)
(5, 13)
(5, 16)
(5, 12)
(5, 6)
(5, 17)
(5, 14)
(5, 20)
(5, 19)
(6, 20)
(6, 13)
(6, 17)
(6, 8)
(6, 15)
(6, 16)
(6, 9)
(6, 10)
(6, 11)
(6, 12)
(6, 18)
(6, 7)
(6, 19)
(6, 14)
(7, 17)
(7, 13)
(7, 12)
(7, 20)
(7, 18)
(7, 14)
(7, 9)
(7, 10)
(7, 16)
(7, 19)
(7, 8)
(7, 15)
(8, 15)
(8, 17)
(8, 11)
(8, 9)
(8, 14)
(8, 18)
(8, 12)
(8, 13)
(8, 16)
(8, 19)
(8, 10)
(9, 16)
(9, 13)
(9, 10)
(9, 12)
(9, 17)
(9, 20)
(9, 15)
(9, 18)
(9, 19)
(9, 14)
(10, 13)
(10, 16)
(10, 17)
(10, 11)
(10, 14)
(10, 19)
(10, 18)
(10, 20)
(10, 12)
(11, 19)
(11, 18)
(11, 17)
(11, 20)
(11, 16)
(11, 12)
(11, 13)
(11, 15)
(11, 14)
(12, 17)
(12, 20)
(12, 19)
(12, 15)
(12, 14)
(12, 18)
(12, 13)
(12, 16)
(13, 20)
(13, 15)
(13, 18)
(13, 19)
(13, 17)
(13, 14)
(13, 16)
(14, 19)
(14, 15)
(14, 20)
(14, 18)
(14, 16)
(15, 17)
(15, 18)
(15, 19)
(15, 20)
(16, 19)
(16, 20)
(16, 17)
(16, 18)
(17, 19)
(17, 20)
(17, 18)
(18, 19)
(18, 20)
(19, 20)
